S_id,Area,City,Restaurant,Price,Avg_rating,Total_rating,Food_type,Address,Delivery_time
676,Santacruz East,Mumbai,Chinese Wok (Wok Express),250,4.1,1000,"Chinese,Asian,Tibetan,Desserts",Kalina,32
677,Andheri East,Mumbai,Littoo - Pure Veg,200,4.2,100,"Snacks,Fast Food,Bihari,North Eastern,Thalis,Desserts,Beverages",Military Road,60
678,Banjara Hills,Hyderabad,Ofen,300,4.3,100,"European,Italian,Continental,Desserts",Banjara Hills,59
679,Chembur,Mumbai,New Khalsa Punjab,450,2.9,80,Mughlai  North Indian  Chinese,Mahul Road,65
680,Koramangala,Bangalore,Royal Treat,193,4.1,500,"North Indian,Chinese,Seafood,Biryani",5Th Block Koramangala,54
681,Santacruz East,Mumbai,Oven Story Pizza,600,3.8,100,"Pizzas,Italian",Kalina,37
682,Kachiguda,Hyderabad,Domino'S Pizza,400,4.4,100,Pizzas,Kachiguda Main Road,30
683,Koregaon Park,Pune,Cafe Rolls Inn,200,4.3,100,Fast Food,Kalyani Nagar,54
684,Bentinck St.,Kolkata,The Central Grub Club,400,4.4,50,"Chinese,Thai",Opp. Indian Airlines,38
685,Sion,Mumbai,Sbarro - New York Pizza,600,3.7,500,Italian  Pizzas  Desserts  Beverages  Combo,D.J. Road,46
686,Saki Naka,Mumbai,Sbarro - New York Pizza,600,3.4,50,"Italian,Pizzas,Desserts,Beverages,Combo",Pheonix Market City,53
687,Kurla,Mumbai,Denish The Cake Shop,200,4.1,20,"Desserts,Bakery",Kurla West,34
688,Pitam Pura,Delhi,Gulab Wala,350,4.3,5000,"North Indian,Desserts,South Indian,Street Food,Sweets,Beverages,Snacks,Indian",Pitampura,46
689,Raja Annamalai Puram,Chennai,Hotel Marina Park,400,3.8,20,"Indian,Biryani,Arabian,Grill,South Indian",Santhome,67
690,Ashok Nagar,Bangalore,Misu,1300,4.4,100,"Pan-Asian,Chinese,Vietnamese,Malaysian,Desserts,Singaporean,Sushi",Central Bangalore,37
691,T Nagar,Chennai,Ferraree,850,2.9,80,"North Indian,Chinese,South Indian,Continental",Thirumalai Pillai Road,69
692,Cit Nagar,Chennai,Fryyo,300,4.2,50,Fast Food,South Usman Road,75
693,Shivaji Nagar,Bangalore,Eden Park,1000,4.2,100,"North Indian,Chinese,Seafood,Andhra,Biryani,Desserts,Jain,Mughlai,South Indian,Coastal,Beverages",Central Bangalore,36
694,Jayanagar,Bangalore,Cakewala,450,4.3,100,Desserts,Jayanagar,51
695,Karve Nagar,Pune,Shraddha Restaurant,300,2.9,80,"South Indian,Chinese,Fast Food",Karve Nagar,64
696,Bidhannagar,Kolkata,Momo I Am,350,4.4,1000,"Asian,Chinese,Tibetan",Beides Kalyan Jewellery Cc1 Salt Lake,57
697,Andheri East,Mumbai,Blossoms - Hotel Suncity,800,4.4,20,North Indian  Chinese  Continental  Mughlai  Seafood,Mahakali,66
698,Pashan,Pune,Hotel Shivanjali,500,4.4,100,"North Indian,Chinese,Seafood",120 Kokate Nagar Pashan Sus Road Pashan Pune,69
699,Malleswaram,Bangalore,Chung Wah,700,4,500,"Chinese,Snacks",Vyalikawal,49
700,Santacruz East,Mumbai,China Bite,400,4,500,"Chinese,Thai",Santacruz East,30
701,Shivajinagar,Pune,Eatsome,250,4.2,100,"North Indian,Biryani,Street Food,Fast Food,Combo,Beverages",Opposite Shiv Sagar,32
702,Sion,Mumbai,Sion Lunch Home,450,4.4,100,"Mangalorean,Chinese,North Indian,Seafood",Sion,45
703,Beniapukur,Kolkata,Sanjha Chulha,400,4.4,100,"North Indian,Biryani,Indian,Chinese",Opp. Ladies Park,57
704,Kolkata,Kolkata,Chinese Wall,100,4.2,1000,"Chinese,Snacks",Near Bank Of India (Atm) Hatibagan,43
705,Santacruz East,Mumbai,Mandarin Oak- The Heavenly Chinese,350,4.3,50,"Chinese,Asian,Thai",Kalina,49
706,Domlur,Bangalore,Cakezone,200,4.3,500,"Desserts,Bakery,Sweets,Ice Cream,Beverages,Juices,Bengali",Indiranagar,55
707,Bandra Area,Mumbai,Sodabottleopenerwala,600,4.3,100,"Parsi,Biryani,Beverages,Indian,Desserts,Street Food,Bakery",Bandra Area,44
708,Rohini,Delhi,Firangi Bake,400,4.1,50,"Italian,Mexican,Pastas",Sector 8,46
709,Sivanchetti Gardens,Bangalore,Mani'S Dum Biryani,499,4.3,1000,Biryani,Haudin Road,40
710,Central Banglore,Bangalore,California Burrito,250,4.5,1000,"Mexican,American,Salads,Continental,Keto,Healthy Food",Vasanth Nagar,35
711,Bidhannagar,Kolkata,Goutam'S - City Centre 1,250,4.1,500,"Chinese,Fast Food,Beverages",Opp City Centre 1,61
712,Sector 11 Rohini,Delhi,Handi Chic-Fish,500,3.8,50,"North Indian,Chinese",Rohini,46
713,Aundh,Pune,Tea Trails,350,2.9,80,Continental,Westend Mall,74
714,Andheri East,Mumbai,Benzy'S Restaurant,500,4.4,50,North Indian  Chinese  Mughlai  Seafood,Marol,62
715,Pulikeshi Nagar,Bangalore,Karama,400,4.2,500,"Arabian,Biryani,Desserts,Mughlai,North Indian",Pulikeshi Nagar,58
716,Powai,Mumbai,Punjabi Roots,250,2.9,80,"North Indian,Biryani,Kebabs,Chinese,Punjabi,Combo,Thalis,Desserts,Sweets,Beverages",Powai,57
717,Sector 9 Rohini,Delhi,Noodle House,300,4,1000,"Chinese,Thai,Japanese,Tibetan",Dc Chowk Rohini,37
718,Seshadripuram,Bangalore,24/7 - The Lalit Ashok Bangalore,600,3.7,20,"American,Asian,Chinese,Continental,North Indian,Pan-Asian",Malleshwaram,55
719,Koramangala,Bangalore,The Rendezvous,600,4,20,"Continental,Italian,Indian,Chinese",80Ft Road Koramangala,70
720,Perambur,Chennai,Tasty Kitchen,300,4.2,1000,"Biryani,South Indian,Chinese,Fast Food,North Indian",Kolathur,62
721,Bhowanipore,Kolkata,Haji Shaheb,400,4.3,500,"Mughlai,Biryani,Indian,Fast Food,Tandoor",Near Netaji Bhawan Metro Station,61
722,Karam Pura,Delhi,Guru Rakha (Karampura),500,4.3,100,"North Indian,Mughlai,Chinese,Tandoor",Karampura,65
723,Adikmet,Hyderabad,Urban Munchies (Us Pizza),300,3.2,20,Fast Food  Pizzas  Beverages  Desserts,Srt Colony  Adikmet,49
724,Vadgaon Budruk,Pune,Meenakshi Garden Veg And Non-Veg Restaurant,300,3.8,20,"North Indian,South Indian,Chinese",Sinhgad Road,77
725,Zamistanpur,Hyderabad,Crispy Hub,250,3.8,100,"American,Pizzas,Continental",Musheerabad Mch Colony,41
726,Kothrud,Pune,La Gustosa,500,4.2,100,"Italian,Fast Food,Desserts,Pastas",Kothrud,54
727,Kurla - Mumbai,Mumbai,Pop Tate'S,1000,3.5,20,"Continental,Italian,European,Mexican",Pheonix Market City,53
728,Chembur,Mumbai,Malhaar Family Restaurant,600,4.4,50,North Indian  Mughlai  Chinese  Seafood,Chembur,49
729,Sector 7 Rohini,Delhi,The Cake Cafe,350,4.1,500,"Bakery,Chinese",Sector 7 Rohini,33
730,Tilak Nagar,Delhi,Street Foods By Punjab Grill,350,3.8,100,"North Indian,Indian,Biryani,Punjabi,Fast Food,Kebabs,Mughlai,Desserts",Tilak Nagar,73
731,Bidhannagar,Kolkata,Mrs. Magpie,500,4.2,500,Bakery  Continental,Near City Centre,50
732,Kalyani Nagar,Pune,Kwality Family Resto,500,3.9,100,"North Indian,Seafood,Chinese,Continental,Biryani",Kalyani Nagar,60
733,Shankarapura,Bangalore,Little Cafe,300,3.7,20,"Beverages,Chinese,Continental,Desserts,Ice Cream,Italian,Jain",National High School Road,48
734,Koramangala,Bangalore,Little Kolkata,300,4.1,20,"North Indian,Bengali,Chinese",5Th Block,59
735,Chembur,Mumbai,Food Villa,300,4.2,500,"Bakery,Desserts",Nityanand Baug Road Chembur Colony Chembur,48
736,Bandra East,Mumbai,Subway,350,4.3,100,Fast Food  Salads  Snacks  Desserts  Beverages,The Capital Bandra Kurla Complex,37
737,Ballygunge,Kolkata,Juice Factory,200,4.1,20,Juices,Opp Situ Smriti Pharmacy Karaya Road,61
738,Shivajinagar,Pune,Culture Express,800,2.9,80,"Continental,North Indian,Italian,European,Biryani,Indian,Chinese",Fc Road,38
739,Saki Naka,Mumbai,Hotel Gurukrupa'S Mast Malvani,300,2.9,80,"Fast Food,Street Food,Maharashtrian,Seafood",Marolsakinaka,55
740,Himayatnagar,Hyderabad,Mandilicious,450,3.9,100,"Arabian,Indian,Chinese",Himayath Nagar,32
741,Sivanchetti Gardens,Bangalore,Monsoon,700,4.5,20,"Andhra,Asian,Bengali,Biryani,Chettinad,Coastal,Continental,Desserts,Fast Food,Italian,Mughlai,North Indian,Pan-Asian,Seafood,South Indian",M.G Road,50
742,Ballygunge,Kolkata,Ammini,500,4.3,100,"South Indian,Kerala",Opp Amulya Jyoti Eye Foundation,69
743,Broad Street,Kolkata,Prity'S Kitchen,300,4.2,100,"Chinese,Thai",Broad Street,60
744,Himayatnagar,Hyderabad,Rice Bowl,200,4,1000,"North Indian,South Indian",Urdu Galli,28
745,Himayatnagar,Hyderabad,Burger King,350,4.2,1000,American  Fast Food,Mpm Millennium Mall,35
746,Entally,Kolkata,Cit Cafe,600,4.3,500,Chinese,Opp Merry Land Nursing Home,57
747,Choolaimedu,Chennai,Hot Sandwich,200,4.3,100,Fast Food,Choolaimedu,61
748,Santacruz East,Mumbai,Mcdonald'S,400,4.3,1000,American,Kalina Artista,34
749,Kurla,Mumbai,Delhi Drum,300,3.8,100,"Mughlai,Chinese",Bandra Kurla Complex,35
750,Khar West,Mumbai,Rajasthan,400,4,500,Biryani  Desserts  North Indian  Chinese  Ice Cream  Mughlai  Fast Food,Sv Road,52
751,Ashok Nagar,Bangalore,Toscano,1200,4.3,100,"Italian,Pizzas,Pastas,Continental,Salads,Desserts,Beverages,Combo",Central Bangalore,39
752,Sarvagnanagar,Bangalore,Mma Kabab & Rolls,200,4,100,"Biryani,Chinese,Mughlai,Arabian",Old Madras Road,49
753,Khairtabad,Hyderabad,Salt & Pepper-The Central Court Hotel,250,2.9,80,"North Indian,Chinese,Continental,Seafood",Lakdikapul Main Road,44
754,Bkc,Mumbai,Starbucks Coffee,400,4.2,100,"Beverages,Ice Cream",Kurla Complex,39
755,College Square,Kolkata,Bindass Food Plaza,200,4.5,20,"Indian,Chinese,Tandoor",Near Goenka College,36
756,Bandra East,Mumbai,Garam Masala Rest-O-Bar,500,3.9,20,"Chinese,North Indian,Biryani",Bandra East,47
757,Adikmet,Hyderabad,Rammy Fast Food,200,4,100,Fast Food,Adikmet Main Road,35
758,Koregaon Park,Pune,The Burger House,300,4,100,"American,Fast Food",Koregaon Park,56
759,Koregaon Park,Pune,China Park,250,4,50,Chinese,Koregaon Park,64
760,Bn Reddy Nagar,Hyderabad,N Village,700,4,500,"North Indian,Chinese,South Indian,Biryani",Sn Reddy Nagar,60
761,Chembur,Mumbai,Pizza Caprina,600,4,500,"Pizzas,Fast Food",Chembur,47
762,Powai,Mumbai,Aamchi Mumbai Snacks,200,4.2,100,Fast Food,Chandivali,46
763,Chembur,Mumbai,Belly Darbar,400,4.3,50,North Indian  Chinese  Biryani  Kebabs  Punjabi  Desserts  Indian  Asian  Pizzas  Thai  Jain,Near Ashish Cinema,62
764,Sector 9 Rohini,Delhi,Wong'S Kitchen,250,3.8,500,"Chinese,Fast Food,Asian",Sector- 9,37
765,Aundh,Pune,Grill Royale,450,2.9,80,North Indian,Aundh,69
766,Banjara Hills,Hyderabad,Fitmeals,500,4.2,100,Continental  Lebanese,Devera Konda Green Valley,67
767,Indiranagar,Bangalore,Salt Mango Tree,300,4.2,100,"Kerala,South Indian,Seafood,Biryani,Indian",Indiranagar,54
768,Entally,Kolkata,Zafran,250,4.3,100,"Mughlai,Biryani,Kebabs",Near Aspiration Classes,43
769,Koregaon Park,Pune,Buddha Paradise,250,4.6,50,"South Indian,Fast Food,Chinese",Koregaon Park,49
770,Baner,Pune,The Greedy Man Pizzeria,1000,4.1,100,"Italian,Desserts,Italian-American",Baner,71
771,Paikpara,Kolkata,Ice & Spice,300,3.9,100,"Indian,Chinese,Biryani,North Indian,Combo,Beverages,Desserts",Near Satyanarayan Mistana Bhandar,66
772,Thousand Lights,Chennai,Amethyst,1000,4.6,50,"Italian,Continental",Royapettah,53
773,Kavadiguda,Hyderabad,Star Hotel,300,3.4,1000,"Hyderabadi,Mughlai,Biryani",Kavadiguda,41
774,George Town,Chennai,Pizza Square (Mint 2),500,2.9,80,"American,Pizzas",Same As Cake Square Bazaar Road,50
775,Haltu,Kolkata,Wasabee,1000,4.2,100,"Japanese,Chinese,Thai,Singaporean,Burmese",Near Safui Para Signal Beside Union Bank,93
776,Chembur,Mumbai,The J,300,4.4,100,"American,Fast Food,Snacks,Desserts",Chembur,45
777,Somajiguda,Hyderabad,Kathmandu Momo,150,4.4,100,Fast Food,Raj Bhavan Road,59
778,Ashok Nagar,Bangalore,Happy Belly Bakes- Cakes And Desserts,350,4.7,100,"Desserts,Bakery,Beverages",Primrose Road,37
779,Nungambakkam,Chennai,The Table,350,4.5,50,Desserts,Nungambakkam,55
780,Nungambakkam,Chennai,Ponnusamy Hotels,300,4,100,"Tandoor,Indian,Mughlai",Jaganthan Road,54
781,Selimpur,Kolkata,Tandoor Park,600,4.4,1000,"Indian,Tandoor,Chinese",Opp Domino'S Pizza,79
782,Purasaiwakkam,Chennai,Buhari,600,3.8,1000,"Biryani,North Indian,Chinese,South Indian,Arabian",Purasawalkam - Buhari,34
783,Dum Dum,Kolkata,Farest Kitchen,250,3.7,20,Chinese,Near Anjali Sarees Showroon (Dum Dum),86
784,Bidhannagar,Kolkata,Flambe - Hotel The Sojourn,800,2.9,80,"Indian,Chinese,Continental",Near Amri Hospital,69
785,Sheela Vihar Colony,Pune,Nagpur Saoji,300,2.9,80,Maharashtrian,Erandwane,48
786,Kalighat,Kolkata,Drunken Monkey,250,4.2,50,"Healthy Food,Beverages,Juices",On Manohar Pukur Crossing,70
787,Saki Naka,Mumbai,Urban Tadka,800,3.9,20,North Indian,Pheonix Market City,53
788,Deccan Gymkhana,Pune,Top In Town,400,4.6,100,"Bengali,Indian,Chinese",Shivaji Nagar,36
789,Baner,Pune,Origin Bistro,400,4.4,100,"Continental,Italian,European",Baner,73
790,Tingre Nagar,Pune,Mad Pav Bhaji,400,2.9,80,Street Food,Vishrantwadi,75
791,Saki Naka,Mumbai,Cinnabon & Aunt Annes,400,2.9,80,Fast Food,Pheonix Market City,47
792,Santacruz East,Mumbai,Firangi Bake,400,2.9,80,"Italian,Mexican,Pastas",Ground Floor Swastik Industrial Estate 178 Vidya Nagri Marg,41
793,Shaniwar Peth,Pune,Firangi Bake,400,4.4,20,"Italian,Mexican,Pastas",Beside Vinayak Jewellers,38
794,Chembur,Mumbai,Indigo Grill,400,3.9,500,"North Indian,Chinese,Mughlai,Biryani,Tandoor,Combo",Chembur,44
795,Ameerpet,Hyderabad,Vellanki Foods,200,4.4,1000,Sweets  Desserts,Ameerpet 'X' Road,61
796,Kondhwa,Pune,Degchi'S Biryani Cafe,300,3.7,100,"North Indian,Mughlai,Biryani,Desserts",Salunkhe Vihar Road,63
797,Sector 14 Rohini,Delhi,Crispy Bites,400,3.7,500,"North Indian,Italian",Rohini Sec-14,46
798,Narayanguda,Hyderabad,K&C Bakers &Confectioners,200,4,100,Bakery,Venkata Swamy Nagar,30
799,Nungambakkam,Chennai,Rahman Biriyani Formerly Known As Bismi Biriyani,350,4.2,100,"Biryani,Chinese,Grill,Indian,North Indian,South Indian,Tandoor",Valluvarkottam High Road,49
800,Shivaji Nagar,Bangalore,Hamza Hotel,300,4.2,1000,"Continental,Fast Food,Street Food",Central Bangalore,35
801,T. Nagar,Chennai,Chin Chin - The Residency,1900,4.3,50,Chinese,T. Nagar,72
802,T. Nagar,Chennai,The Right Place - The Residency,1000,2.9,80,"Indian,Continental",T. Nagar,71
803,Sector 7 Rohini,Delhi,Demould,400,4.1,100,"Desserts,Bakery",Sector 7,36
804,Toli Chowki,Hyderabad,Shah Ghouse Cafe & Restaurant,350,4,10000,Biryani  North Indian  Chinese  Mughlai  Tandoor,Tolichowki,63
805,Deccan Gymkhana,Pune,Kok Pa Chinese,250,3.9,100,"Chinese,Asian",Shivaji Nagar,34
806,Kurla,Mumbai,Waffles & More,300,4.3,100,"Desserts,Beverages,Pizzas,Italian",Chembur,40
807,Basheer Bagh,Hyderabad,Alex'S Kitchen,350,4.2,500,Chinese,Liberty Road,39
808,Sector 9 Rohini,Delhi,Tikka Junction (Rohini),400,3.8,100,"North Indian,Chinese",Dc Chowk,37
809,Koramangala,Bangalore,Chaat Street Express,150,2.9,80,"Fast Food,Snacks,Chaat,Street Food,Beverages,Combo,North Indian,Indian,Maharashtrian,Rajasthani",Koramangala,59
810,Bidhannagar,Kolkata,Mondal Food Junction,250,3.9,20,Indian  Chinese,Near Post Office,73
811,Dumdum,Kolkata,Qfc - Quality Fried Chicken,200,4.3,500,"Fast Food,Combo,Chinese",Near Bapi Sweets,88
812,T. Nagar,Chennai,Momo,100,4.1,50,Chinese,T Nagar,60
813,Santacruz East,Mumbai,Sweet Truth - Cake And Desserts,450,3.9,20,"Ice Cream,Bakery,Desserts,Beverages",Kalina,41
814,Saki Naka,Mumbai,Coffee Culture,400,2.9,80,"Pizzas,Pastas,Italian,Indian,American,Chinese,Fast Food,Mexican,Beverages,Desserts,Healthy Food,Snacks,Salads,Combo",Pheonix Market City,39
815,Navrangpura,Ahmedabad,R.K. Omlet Centre,200,4.3,100,"Fast Food,Mughlai,Snacks",Navrangpura,48
816,Navrangpura,Ahmedabad,D'Tallii Egg,400,4.5,20,Indian,Navrangpura,35
817,Rohini,Delhi,Sweet Truth - Cake And Desserts,450,4.3,100,"Ice Cream,Bakery,Desserts,Beverages",Sector 8,37
818,Shaniwar Peth,Pune,Sweet Truth - Cake And Desserts,450,4.5,20,"Bakery,Desserts,Beverages",Shaniwar Peth,29
819,Bidhannagar,Kolkata,Chin Thai,300,4.2,100,"Chinese,Thai,Indian",Near Sec V Pantaloons,83
820,Ellisbridge,Ahmedabad,Foodinn - Fine Dine,800,4,100,"Indian,Chinese,Continental",Ashram Road,31
821,University Area,Ahmedabad,Sandwichworkz - The Fusion Street Cafe,300,4.3,100,"South Indian,Continental",Panjra Pole,47
822,Tagore Garden Extension,Delhi,Kafilla,300,3.7,50,"Tandoor,North Indian,Chinese,Beverages",Janakpuri,65
823,Bkc,Mumbai,Devil'S Kitchen,200,2.9,80,Fast Food,Government Colony Bandra,47
824,University Area,Ahmedabad,Sphere Lounge,550,4.3,100,"Mexican,Italian,Indian",Navrangpura,44
825,Navrangpura,Ahmedabad,Daawat-E-Khaas,400,4.4,100,"North Indian,Mughlai,Chinese",Navrangpura,40
826,Vastrapur,Ahmedabad,R.K. Egg Eatery,300,4,1000,"Fast Food,Indian,Mughlai,Snacks",Vastrapur,44
827,Kothrud,Pune,Barometer,1100,4.6,500,"Continental,Asian,Italian,North Indian",Kothrud,57
828,Vastrapur,Ahmedabad,The Blue Oven,600,4.5,100,"Continental,Pizzas,Cafe,Pastas,Desserts",Vastrapur,50
829,Chembur,Mumbai,Freshmenu,250,4.1,1000,Chinese  Continental  Italian  Mediterranean  Thai  Lebanese  American  Asian  Beverages  Bakery  Biryani  Desserts  Mexican  North Indian  Salads  Pizzas,Opp Kanta Apartment,48
830,Koramangala,Bangalore,Chaska Bun,178,4.4,100,Street Food,Koramangala,57
831,Rohini,Delhi,Ase China,150,3.8,50,Chinese,Shaheed Colonel Guruveer Singh Sarna Marg Rajapur,45
832,East Kolkata Township,Kolkata,Mughal Shughal By The Way,500,3.9,20,"Mughlai,North Indian",Opp. 6 Ballygunge Thali,78
833,Bidhannagar,Kolkata,Terminal 11,1100,4.3,100,"Italian,Mexican,Continental",Near Cap Camp Island,68
834,Amberpet,Hyderabad,Habeeb'S Fast Food,300,4.1,500,"Fast Food,Chinese,Mughlai",Near Polytechnic Bus Stop,38
835,Memnagar,Ahmedabad,Hyderabadi Hut,350,4,100,"Hyderabadi,North Indian,Biryani,Mughlai",Himalaya Mall Gurukul,48
836,Navrangpura,Ahmedabad,Azad Sweets & Restaurant,200,3.8,100,"Fast Food,North Indian,Gujarati,Sweets",Navrangpura,33
837,Koramangala,Bangalore,Dice N Dine,500,4,500,"American,Asian,Chinese,Continental,Desserts,Italian,Jain,Mexican",Jyothi Nivas College Road,57
838,Ellisbridge,Ahmedabad,Domino'S Pizza,400,4.4,100,Pizzas,Near Law Garden,30
839,College Street,Kolkata,Sufi Palace,250,4.4,100,"Mughlai,North Indian,Chinese",Near Presto (College Street),39
840,Benson Town,Bangalore,7 Plates,350,4.3,500,"Biryani,Chinese,North Indian",Frazer Town,48
841,Vadapalani,Chennai,Salt Indian Restaurant & Grill,1500,4.1,100,"North Indian,Biryani,Combo",Forum Mall,84
842,Kilpauk,Chennai,Subway,350,4.4,1000,"Fast Food,Salads,Snacks,Desserts,Beverages",Kilpauk,48
843,Sector 2 Rohini,Delhi,Your'S Pizza,400,3.5,100,Italian,Sector-2Rohini,29
844,Ellisbridge,Ahmedabad,Tandoorworkz,450,2.8,20,"Indian,Tandoor",Navrangpura,34
845,Ramdev Nagar,Ahmedabad,Mainland China,900,4.3,50,"Chinese,Oriental,Thai,Pan-Asian,Seafood,Asian,Desserts",Gulmohar Park,46
846,Navrangpura,Ahmedabad,Yash'S Gbt,700,2.9,80,"Fast Food,Continental",Gulbai Tekra,40
847,Vishnu Garden,Delhi,The Pizza Pie,500,2.9,80,"Pizzas,Snacks,Italian,Beverages",Tilak Nagar,72
848,Ballygunge,Kolkata,Delish Dhaba,400,3.8,100,"North Indian,Chinese,Mughlai",Near Royal Indian Restaurant,60
849,Ramdev Nagar,Ahmedabad,Fire On Wheels,400,4.3,500,Fast Food,Food Truck Park,47
850,Usmanpura,Ahmedabad,Cafe 1St Story,600,2.9,80,"Indian,Chinese,North Indian,Biryani,Punjabi,Pan-Asian,Mughlai,Thalis,Asian,Combo",Ashram Road,50
851,Lal Bazar,Kolkata,The Bhoj Company,500,4.3,100,"Bengali,Chinese",Near Bbd Bagh Bus Stand,49
852,Gandhi Nagar,Bangalore,Hotel Karavali Beach,300,2.9,80,Seafood,Malleshwaram,47
853,University Area,Ahmedabad,Momoman,250,4.1,100,Chinese,Vijay Cross Road,37
854,Navrangpura,Ahmedabad,The Chocolate Room,400,3.8,20,"Desserts,Beverages,Pizzas,Snacks,Fast Food",Navrangpura,34
855,Jodhpur Park,Kolkata,Abar Baithak,550,4.5,100,Fast Food,Jodhpur Park,81
856,Ellisbridge,Ahmedabad,Behrouz Biryani,500,4.2,100,"Biryani,Mughlai,Lucknowi,Hyderabadi,Kebabs,North Indian,Persian,Desserts",Panchvati Ellis Bridge,33
857,Ellisbridge,Ahmedabad,Mcdonald'S,400,4.3,500,"American,Fast Food",Cg Road,29
858,Paschim Vihar,Delhi,Quality Cake Shop,250,4.1,20,"Desserts,Italian,Chinese,Beverages",Punjabi Bagh,58
859,Paschim Vihar,Delhi,Waffle Lust,200,4,100,"Desserts,Beverages",Bhera Enclave,49
860,Vastrapur,Ahmedabad,Sweet Truth - Cake And Desserts,450,4.2,100,"Ice Cream,Bakery,Desserts,Beverages",Hotel Shahi Palace,44
861,Kondhwa,Pune,Jashn,500,4,100,"Indian,Chinese,Italian,American",Salunkhe Vihar Road,66
862,Adugodi,Bangalore,Salt - Indian Restaurant Bar & Grill,1300,4.4,100,"North Indian,Biryani,Thalis,Desserts",Koramangala,56
863,Kothrud,Pune,Community Cafe,300,3.8,20,Cafe,Kothrud,59
864,University Area,Ahmedabad,Cakes N Bakes,350,3.9,500,"Desserts,Bakery",Gulbai Tekra,30
865,Powai Area,Mumbai,All Stir Fry - Waterstones Hotel,1000,4,50,Asian  Chinese  Pan-Asian  Thai  Oriental  Indonesian  Seafood  Desserts  Combo,Powai Area,60
866,Vastrapur,Ahmedabad,Faasos - Wraps & Rolls,200,4.2,500,"Combo,Snacks,Beverages,Desserts,Indian",Hotel Shahi Palace,44
867,Anna Salai,Chennai,Mcdonald'S,400,4.3,1000,"American,Fast Food",Spencer,38
868,Tangra,Kolkata,Papa Chow,200,3.9,100,"Chinese,Tibetan",Near Bypass Dhaba,63
869,Pashan,Pune,Hotel Green Park,1200,4.4,500,"North Indian,Chinese,Continental,Thai,Mexican,Seafood",Baner,63
870,Alwarpet,Chennai,Pumpkin Tales,950,4.6,500,"Asian,Bakery,Continental",Bheemanna Garden St Sri Ram Nagar,66
871,Perambur,Chennai,Iftar Corner,400,4.1,100,"Arabian,Asian,Chinese",Perambur,64
872,Kalighat,Kolkata,Apanjan,300,2.9,80,Bengali,Near Marco Polo,76
873,Paikpara,Kolkata,Steaming Mug,250,4.4,20,Italian,Near Satyanarayan Mistana Bhandar,77
874,Park Street Area,Kolkata,Saima Restaurant - Mughlai And North Indian,300,4.1,1000,"North Indian,Mughlai,Snacks",Opposite Kenilworth Hotel,54
875,Aminjikarai,Chennai,Jasmine Restaurant,250,4.1,50,"Biryani,Chettinad",Kk Nagar,54
876,Kothrud,Pune,New Poona Bakery And Cafe,300,4.1,50,Bakery,Kothrud,58
877,Lake Gardens,Kolkata,Fresh And Food,200,3.7,20,"Indian,Bengali",Near Nava Nalanda,87
878,Sastri Nager,Chennai,Madras Biriyani,500,3.9,100,"Biryani,Mughlai",Vysarpadi,53
879,Shivaji Nagar,Pune,Pop Tate'S,500,2.9,80,"North Indian,Chinese,Continental,Italian,Desserts",Shivaji Nagar,47
880,Kodungaiyur,Chennai,J J Juicy World,250,4.1,20,"Chaat,Juices",Moolakadai,64
881,Ulsoor,Bangalore,Cafe Felix,1000,4,20,"American,Continental,Desserts,Pizzas,Pastas",Trinity Circle,50
882,Gokhalenagar,Pune,Ws Bakers,150,2.9,80,Bakery,Shivaji Nagar,48
883,Banjara Hills,Hyderabad,Royal Tiffin Centre,150,4,1000,Indian,Road No -3,66
884,Mehdipatnam,Hyderabad,Mohammedia Shawarma,300,3.8,500,Arabian  Street Food,P & T Colony,57
885,Triplicane,Chennai,Five Star Chicken,350,2.9,80,Fast Food,Royepettah,46
886,Ellisbridge,Ahmedabad,Cafe Coffee Day,300,4.4,100,"Beverages,Snacks,Desserts",Inside Hari Om Towers,32
887,Bidhannagar,Kolkata,Kouzina Mining Co.,1200,4.2,100,"North Indian,Biryani,Chinese,Italian,Healthy Food,Kebabs,Beverages,Desserts",Near Tank No. 3,62
888,Chembur,Mumbai,Kilo King By Kook,500,2.9,80,"Indian,Chinese",Chembur,50
889,Antop Hill,Mumbai,The Punjab Tandoor & Fish Fry,600,3.9,100,Tandoor  Indian,Gtb Nagar,54
890,Koregaon Park,Pune,Mocha,800,4.4,20,"Continental,Asian",Kalyani Nagar,59
891,Majestic,Bangalore,Hotel Navayuga,400,4.3,100,Andhra,Sc Road,35
892,Andheri East,Mumbai,Top China Delight,550,2.9,80,Chinese,Marol,57
893,Bidhannagar,Kolkata,Awesome,600,4.4,20,"Chinese,Thai",Near Sugar And Spice,65
894,Koramangala,Bangalore,Smokey Tribe,700,4.3,100,"Naga,Continental,Seafood",7Th Block,59
895,Santacruz East,Mumbai,King Chilli Chindian Fusion,400,4.1,100,Chinese  Pan-Asian  Asian  Beverages  Desserts,Santacruz East,40
896,Ellisbridge,Ahmedabad,Oven Story Pizza,600,4,100,"Pizzas,Italian",Animesh Complex,36
897,Ellisbridge,Ahmedabad,Firangi Bake,400,4.2,20,"Italian,Mexican,Pastas",Animesh Complex,38
898,Old Malakpet,Hyderabad,Al Madina Mandi House,400,3.9,100,"Biryani,Arabian,Fast Food",Malakpet Gunj,34
899,Malakpet,Hyderabad,De' Cafe Studio,300,3.4,20,"Continental,American,Italian",Nalgonda X Road,39
